,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserSize,device.browserVersion,device.deviceCategory,device.flashVersion,device.isMobile,device.language,device.mobileDeviceBranding,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.mobileDeviceModel,device.mobileInputSelector,device.operatingSystem,device.operatingSystemVersion,device.screenColors,device.screenResolution,geoNetwork.city,geoNetwork.cityId,geoNetwork.continent,geoNetwork.country,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.networkLocation,geoNetwork.region,geoNetwork.subContinent,totals.bounces,totals.hits,totals.newVisits,totals.pageviews,totals.transactionRevenue,totals.visits,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
762347,Referral,20160823,442570016186963075,442570016186963075_1471959280,Not Socially Engaged,1471959280,5,1471959280,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,55,,36,1505900000.0,1,,,not available in demo dataset,,,,,(not set),,True,,referral,/,mall.googleplex.com
762374,Organic Search,20160823,9520888113788925789,9520888113788925789_1471979488,Not Socially Engaged,1471979488,8,1471979488,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,San Francisco,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,83,,64,1311010000.0,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
766585,Referral,20170227,4662582475416192396,4662582475416192396_1488242984,Not Socially Engaged,1488242984,4,1488242984,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,12,,11,559800000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
766739,Paid Search,20170227,2446685875964479851,2446685875964479851_1488212442,Not Socially Engaged,1488212442,11,1488212442,Safari,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,rr.com,not available in demo dataset,New York,Northern America,,61,,52,682400000.0,1,Google Merchandise Collection,Google Search,not available in demo dataset,CPzzwavXsNICFdGCswod1CULFA,False,1,Top,AW - Accessories,,,google merchandise store,cpc,,google
768953,Organic Search,20160808,244535803596038100,244535803596038100_1470682666,Not Socially Engaged,1470682666,1,1470682666,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,rogers.com,not available in demo dataset,not available in demo dataset,Northern America,,34,1,28,1345530000.0,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
769010,Direct,20160808,5874652729047848960,5874652729047848960_1470682387,Not Socially Engaged,1470682387,4,1470682387,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,73,,57,1351090000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
773715,Direct,20170718,9417857471295131045,9417857471295131045_1500404409,Not Socially Engaged,1500404409,8,1500404409,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,not available in demo dataset,not available in demo dataset,Northern America,,41,,30,10589140000.0,1,,,not available in demo dataset,,,,,(not set),,True,,(none),,(direct)
773728,Referral,20170718,875410720669459903,875410720669459903_1500393728,Not Socially Engaged,1500393728,1,1500393728,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,56,1,40,2407200000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
777536,Referral,20170103,6213994431207095726,6213994431207095726_1483471291,Not Socially Engaged,1483471291,2,1483471291,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,37,,27,663800000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
777560,Referral,20170103,088945266147609238,088945266147609238_1483477140,Not Socially Engaged,1483477140,1,1483477140,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,110,1,81,673870000.0,1,,,not available in demo dataset,,,,,(not set),,,,referral,/,mall.googleplex.com
